Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2010,DC_TOF_WASHL,BI,_T,_T,_T,_T,million USD,0,N,2010,33.6
2011,DC_TOF_WASHL,BI,_T,_T,_T,_T,million USD,0,N,2011,42.5
2012,DC_TOF_WASHL,BI,_T,_T,_T,_T,million USD,0,N,2012,27.6
2013,DC_TOF_WASHL,BI,_T,_T,_T,_T,million USD,0,N,2013,21.9
2014,DC_TOF_WASHL,BI,_T,_T,_T,_T,million USD,0,N,2014,15.1
