Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,SD_XPD_ESED,BI,_T,_T,_T,_T,PT,0,N,2015,39.0
2016,SD_XPD_ESED,BI,_T,_T,_T,_T,PT,0,N,2016,39.0
2017,SD_XPD_ESED,BI,_T,_T,_T,_T,PT,0,N,2017,41.0
