Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2013,BX_TRF_PWKR,BI,_T,_T,_T,_T,PT,0,N,2013,1.5
2014,BX_TRF_PWKR,BI,_T,_T,_T,_T,PT,0,N,2014,1.7
2015,BX_TRF_PWKR,BI,_T,_T,_T,_T,PT,0,N,2015,1.3
2016,BX_TRF_PWKR,BI,_T,_T,_T,_T,PT,0,N,2016,0.7
2017,BX_TRF_PWKR,BI,_T,_T,_T,_T,PT,0,N,2017,0.7
