Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2017,D118,BI,_T,_T,_T,_T,PT,0,N,2017,13231.0
2018,D118,BI,_T,_T,_T,_T,PT,0,N,2018,45361.0
