Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2018,SE_ADT_ACTS,BI,F,_T,_T,_T,PT,0,N,2018,2.4
2018,SE_ADT_ACTS,BI,M,_T,_T,_T,PT,0,N,2018,4.1
2014,SE_ADT_ACTS,BI,_T,_T,_T,_T,PT,0,N,2014,3.2
2018,SE_ADT_ACTS,BI,_T,_T,U,_T,PT,0,N,2018,9.1
2018,SE_ADT_ACTS,BI,_T,_T,R,_T,PT,0,N,2018,0.2
