Value,Disaggregation combinations using this value,Number of indicators
M0T11,4,2
M12T23,12,4
M24T59,6,3
M6T11,2,1
_T,1271,123
Y_GE15,28,3
Y0T4,21,2
Y10T14,1,1
Y15T19,2,1
Y15T49,28,5
Y1T14,24,1
