Indicator,Disaggregation combinations using this value
#1-3-1,2
#1-3-2,2
#1-4-1,1
#1-4-2,2
#1-4-3,3
#1-4-6,2
#1-4-7,3
#12-2-2,2
#16-1-1,1
#16-1-3,1
#16-1-4,1
#16-9-1,2
#17-19-2,2
#17-8-1,2
#2-1-1,1
#3-1-2,2
#3-1-3,2
#3-2-2,2
#3-7-1,3
#3-8-1,2
#4-2-1,1
#4-4-1,1
#5-b-1,2
#6-1-1,3
#6-1-2,1
#6-1-3,3
#6-2-1,3
#6-2-2,2
#7-1-1,3
