Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2013,D186,BI,_T,_T,_T,_T,PT,0,N,2013,1.0
2014,D186,BI,_T,_T,_T,_T,PT,0,N,2014,1.0
2015,D186,BI,_T,_T,_T,_T,PT,0,N,2015,1.0
2016,D186,BI,_T,_T,_T,_T,PT,0,N,2016,1.0
2017,D186,BI,_T,_T,_T,_T,PT,0,N,2017,1.0
2018,D186,BI,_T,_T,_T,_T,PT,0,N,2018,1.0
