Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2013,ER_WAT_PARTIC,BI,_T,_T,_T,_T,PT,0,N,2013,36.2
2017,ER_WAT_PARTIC,BI,_T,_T,_T,_T,PT,0,N,2017,70.6
