Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2010,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2010,0.01
2011,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2011,0.03
2012,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2012,0.1
2013,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2013,0.48
2014,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2014,0.13
2015,DC_ODA_BDVL,BI,_T,_T,_T,_T,NUMBER,0,N,2015,0.001
