Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,D14,BI,_T,_T,_T,_T,PT,0,N,2015,18.0
2016,D14,BI,_T,_T,_T,_T,PT,0,N,2016,23.0
2017,D14,BI,_T,_T,_T,_T,PT,0,N,2017,25.0
